created_datetime,dataset,geometry,id,location.adminArea1,location.adminArea1Type,location.adminArea3,location.adminArea3Type,location.adminArea4,location.adminArea4Type,location.adminArea5,location.adminArea5Type,location.displayLatLng.lat,location.displayLatLng.lng,location.dragPoint,location.geocodeQuality,location.geocodeQualityCode,location.latLng.lat,location.latLng.lng,location.linkId,location.mapUrl,location.postalCode,location.sideOfStreet,location.street,location.type,location_type,reason,submission_sets.support.length,submission_sets.support.url,submitter,submitter.avatar_url,submitter.id,submitter.name,submitter.username,submitter_name,updated_datetime,url,user_token,visible
2014-10-28T21:03:12.698866+00:00,568,POINT (-73.9430519999999945 40.7465210000000013),263649,US,Country,NY,State,Queens County,County,New York City,City,40.746359,-73.943429,False,ADDRESS,L1AAA,40.746521,-73.943052,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.74652136335114,-73.94305229187012,0,0|&center=40.74652136335114,-73.94305229187012&zoom=15&rand=-141177228",11120,N,Court Square,s,suggestion,Near law school and subway ,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263649/support,,,,,,Nina Chernoff,2014-10-28T21:03:12.751122+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263649,session:26de1714ed688b877ab2809d51411772,True
2014-10-28T21:02:22.663211+00:00,568,POINT (-74.0095599999999934 40.7466470000000029),263643,US,Country,NY,State,New York County,County,New York City,City,40.746699,-74.009979,False,ZIP,Z1XAA,40.746647,-74.00956,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.74664735057522,-74.0095603466034,0,0|&center=40.74664735057522,-74.0095603466034&zoom=12&rand=464078764",10017,N,,s,suggestion,there are many people who wants to take a bike for going to Chelsea pier Sports complex.,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263643/support,,,,,,Miho Takeuchi,2014-10-28T21:02:22.697421+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263643,session:6f6e86c987aa2ba8c1868f23c80317be,True
2014-10-28T21:01:41.379292+00:00,568,POINT (-73.9545540000000017 40.5874820000000014),263638,US,Country,NY,State,Kings County,County,New York City,City,40.587652,-73.954532,False,ADDRESS,L1AAA,40.587482,-73.954554,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.58748198231384,-73.95455360412598,0,0|&center=40.58748198231384,-73.95455360412598&zoom=15&rand=-812512629",11235,N,1421 Sheepshead Bay Road,s,suggestion,My non profit needs volunteers to get our to Jamaica Bay and there is not good public transport but we could bike it easily,,,,,,,,Alicia Kershaw,2014-10-28T21:01:41.417805+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263638,session:6a6ce61bc1e971eeea009fcb0526745b,True
2014-10-28T20:59:45.230840+00:00,568,POINT (-73.9767410000000041 40.6594479999999976),263630,US,Country,NY,State,Kings County,County,New York City,City,40.659317,-73.976785,False,ADDRESS,L1AAA,40.659448,-73.976741,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.65944782999698,-73.97674083709715,0,0|&center=40.65944782999698,-73.97674083709715&zoom=15&rand=1839345356",11215,N,50 Prospect Park Southwest,s,suggestion,"by 70 Prospect Park sw , I visit my brother there, and they need a bike sta",,,,https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xaf1/v/t1.0-1/c0.16.100.100/p100x100/1896849_10202199290285992_1592648658632286553_n.jpg?oh=c2fc378028d9b00284ee325f5ff5844d&oe=54EC327C&__gda__=1421112720_2ee6f50f24b153e990a58056c3c79a07,1687,David Warren,DavidWarren,,2014-10-28T20:59:45.241329+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263630,user:1687,True
2014-10-28T20:59:16.553382+00:00,568,POINT (-74.0006819999999976 40.7470420000000004),263626,US,Country,NY,State,New York County,County,New York City,City,40.747138,-74.000591,False,ADDRESS,L1AAA,40.747042,-74.000682,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.74704156712172,-74.0006822347641,0,0|&center=40.74704156712172,-74.0006822347641&zoom=15&rand=887907299",10011,N,365 West 24th Street,s,suggestion,"dense residential area, plenty of space on 24 east of 9th. currently poor citibike availability ",2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263626/support,,,,,,romain,2014-10-28T20:59:16.593225+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263626,session:2f4f80a484d303db32e32e6199c3e747,True
2014-10-28T20:57:50.608308+00:00,568,POINT (-73.9687897932000027 40.6777191381000023),263620,US,Country,NY,State,Kings County,County,New York City,City,40.677726,-73.968537,False,ADDRESS,L1AAA,40.677719,-73.96879,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.67771913811717,-73.96878979321626,0,0|&center=40.67771913811717,-73.96878979321626&zoom=15&rand=558608213",11238,N,645 Vanderbilt Avenue,s,suggestion,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263620/support,,,,,,Louisa Higgins ,2014-10-28T20:57:50.644446+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263620,session:51ad747436e4aefc9d09ddd93727585e,True
2014-10-28T20:57:15.658843+00:00,568,POINT (-73.8985490000000027 40.7497240000000005),263610,US,Country,NY,State,Queens County,County,New York City,City,40.749908,-73.898441,False,ADDRESS,L1AAA,40.749724,-73.898549,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.74972380322897,-73.89854907989502,0,0|&center=40.74972380322897,-73.89854907989502&zoom=15&rand=-577829480",11377,N,64-01 Broadway,s,suggestion,It's near a subway station that links to a bike route that connects woodside to LIC and Mid-Town East. ,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263610/support,,,,,,Jill Bresnahan,2014-10-28T20:57:15.697120+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263610,session:cae13d03d690f41bf96971d2f3997cfe,True
2014-10-28T20:56:49.238862+00:00,568,POINT (-74.0060950000000020 40.7822469999999981),263606,US,Country,NJ,State,Hudson County,County,West New York,City,40.783451,-74.003841,False,ADDRESS,L1AAA,40.782247,-74.006095,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.78224746176124,-74.00609493255615,0,0|&center=40.78224746176124,-74.00609493255615&zoom=15&rand=-1955630615",07093,N,Avenue at Port Imperial,s,suggestion,Many people walk back and forth from the condos here to the ferry station.  A bike option would increase ridership.  ,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263606/support,,,,,,Zach Drozd,2014-10-28T20:56:49.280025+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263606,session:367ed4d7dccd9a08c1c43c15402668b9,True
2014-10-28T20:55:52.156515+00:00,568,POINT (-73.9849860000000064 40.6685420000000022),263585,US,Country,NY,State,Kings County,County,New York City,City,40.668348,-73.985108,False,ADDRESS,L1AAA,40.668542,-73.984986,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.6685423733774,-73.98498594760895,0,0|&center=40.6685423733774,-73.98498594760895&zoom=15&rand=806958432",11215,N,348A 9th Street,s,suggestion,The Y is an important community hub.,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263585/support,,,,,,Matthew,2014-10-28T20:55:52.187019+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263585,session:38227aed5ad57eec3e66e8ccab05a1ec,True
2014-10-28T20:55:49.490526+00:00,568,POINT (-73.9530089999999944 40.7193719999999999),263584,US,Country,NY,State,Kings County,County,New York City,City,40.719262,-73.953024,False,ADDRESS,L1AAA,40.719372,-73.953009,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.71937164763133,-73.9530086517334,0,0|&center=40.71937164763133,-73.9530086517334&zoom=15&rand=-1555981012",11211,N,232 North 12th Street,s,suggestion,Make Williamsburg more accessible.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263584/support,,,,,,Katy Kasmai,2014-10-28T20:55:49.532386+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/263584,session:60f636f81fbbdb228aed8844562a9200,True
